Date,User,Kind,Max Mode,Model,Tokens,Cost ($)
"2025-05-30T16:33:54.837Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T16:29:38.931Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T16:28:18.654Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T16:23:59.022Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T16:22:29.999Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T16:18:30.185Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T16:17:15.106Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T16:16:23.949Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T16:11:11.060Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T16:09:05.621Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T16:05:01.994Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T16:02:51.200Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:59:53.803Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:58:28.183Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:55:34.204Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:54:26.086Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:53:23.063Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:51:57.106Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:50:42.272Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:49:19.353Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:48:00.435Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:46:47.246Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:43:55.736Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:39:24.773Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:37:21.342Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:35:44.720Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:34:31.657Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:31:24.750Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:25:45.604Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:22:34.594Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:19:22.340Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:17:39.676Z","You","Errored, Not Charged","No","gpt-4.1","","Included"
"2025-05-30T15:15:59.927Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:14:30.988Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:13:14.143Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:06:05.496Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:03:55.596Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:02:54.731Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T15:01:46.473Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T14:56:50.264Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T14:54:09.856Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T14:53:19.966Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T14:48:56.303Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T14:47:39.586Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T14:46:05.740Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T14:44:08.952Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T14:42:04.228Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T14:41:00.475Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T14:19:32.341Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T14:18:03.902Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T13:14:32.283Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T13:12:56.120Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T13:09:55.414Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T13:02:51.630Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T12:25:02.027Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T12:23:27.637Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T12:02:19.807Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T11:58:20.041Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T11:50:31.648Z","You","Included in Pro","No","gemini-2.5-pro-preview-05-06","","Included"
"2025-05-30T11:46:53.768Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T11:44:14.536Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T11:41:13.661Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T11:39:45.447Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T11:36:50.206Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T11:34:47.667Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T11:32:49.955Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T11:27:26.543Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T11:25:24.379Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T11:22:48.628Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T11:09:10.132Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T11:07:57.671Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T11:05:35.804Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T11:02:21.992Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:59:58.049Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:58:37.495Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:54:32.902Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:52:08.946Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:50:52.462Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:49:10.212Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:48:14.479Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:47:17.609Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:37:36.988Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:36:08.302Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:35:06.437Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:34:19.506Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T10:20:35.022Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T10:13:19.131Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T10:11:45.559Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T10:10:27.359Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T10:06:41.252Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T10:01:47.684Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T09:51:11.862Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T09:48:58.525Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T09:46:12.994Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T09:27:16.097Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T09:12:47.390Z","You","Errored, Not Charged","No","o4-mini","","Included"
"2025-05-30T09:10:17.503Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T08:59:07.488Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T08:56:59.552Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T08:55:00.592Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T08:53:34.032Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T08:50:40.085Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T08:48:45.877Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T08:45:00.850Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T08:33:26.508Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T08:18:15.577Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T08:16:24.882Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T08:14:18.530Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T07:36:24.783Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T06:52:55.409Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-30T06:37:44.238Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T06:37:29.456Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T06:35:37.414Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T06:32:01.901Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T06:31:50.200Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T06:28:58.618Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T06:24:04.196Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T06:18:25.714Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T06:15:23.607Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T06:10:00.237Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T06:07:04.998Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T05:49:19.941Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T05:24:14.390Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T05:22:14.144Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T05:13:09.848Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T05:06:54.628Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-30T05:02:36.594Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T17:57:34.558Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T17:53:50.630Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T17:46:34.121Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T17:40:36.991Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T17:37:38.326Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T17:33:24.825Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T17:10:09.992Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-29T17:07:56.394Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-29T17:03:23.858Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-29T17:01:24.033Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-29T16:46:16.858Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-29T16:32:05.474Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-29T16:30:16.627Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-29T16:16:24.325Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T16:13:20.473Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T16:09:22.033Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T16:07:10.623Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T16:03:36.946Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T15:54:18.288Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T14:42:12.280Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T14:20:31.975Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T14:17:49.886Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T14:13:08.582Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T14:10:39.613Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T14:05:23.505Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T13:57:57.967Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T13:54:10.625Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T13:46:20.657Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T13:41:35.295Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T13:21:11.730Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T13:16:28.563Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T13:13:03.008Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T13:02:57.122Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T13:00:27.371Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T12:58:26.613Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T12:52:26.572Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T12:47:27.099Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T12:43:55.207Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T12:40:39.219Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T12:35:03.637Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T12:30:14.424Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T12:28:28.313Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T12:23:01.993Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T12:16:05.756Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T07:35:42.008Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T07:30:35.467Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T07:27:48.765Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-29T04:56:40.559Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-29T04:54:55.672Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-29T04:53:50.574Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-29T04:52:10.624Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T17:42:51.596Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T17:41:11.042Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T17:39:01.058Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T17:37:55.992Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T17:36:28.481Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T17:33:58.053Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T17:31:34.007Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T17:28:55.914Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T17:26:38.515Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T17:18:00.915Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T17:06:55.190Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T16:58:49.853Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T16:56:50.674Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T16:54:03.239Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T16:43:38.513Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T16:39:23.985Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T16:39:16.286Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T16:36:35.664Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T16:33:50.317Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T16:27:32.920Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T16:22:16.047Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T16:20:38.455Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T16:18:39.842Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T16:17:29.163Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T16:14:35.872Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T15:34:28.289Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T15:26:09.237Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T15:24:34.346Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T15:21:47.258Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T15:18:43.592Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T15:16:25.953Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T15:15:20.629Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T15:12:04.157Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T15:09:29.423Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T15:07:03.786Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T15:04:51.811Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T15:02:17.612Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:59:50.735Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:47:45.938Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:46:26.319Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:41:00.656Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:37:09.008Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:32:47.115Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:30:36.323Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:28:18.515Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:27:35.852Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:20:45.210Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:15:20.023Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:11:14.809Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:09:23.310Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:06:31.256Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:02:48.089Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T14:01:22.009Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:57:56.177Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:57:34.928Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:57:10.230Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:54:55.490Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:53:32.874Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:48:12.598Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:47:55.744Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:46:43.945Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:45:17.603Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:41:52.356Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:39:47.797Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:36:38.417Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:34:12.243Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:29:28.396Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:28:09.749Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:26:10.315Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:23:40.794Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:19:02.490Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:12:41.783Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:12:14.552Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T13:05:22.210Z","You","Errored, Not Charged","No","o4-mini","","Included"
"2025-05-28T12:59:38.186Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T12:56:30.172Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T12:26:34.123Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T12:20:50.514Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T12:19:48.159Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T12:16:00.466Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T12:11:59.287Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T12:10:17.409Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T12:08:35.867Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T12:05:31.125Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T12:04:00.342Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T12:02:22.555Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T12:00:31.144Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T11:59:17.498Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T11:22:23.334Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T11:20:15.994Z","You","Included in Pro","No","gpt-4.1","","Included"
"2025-05-28T10:46:36.826Z","You","Included in Pro","No","gemini-2.5-pro-preview-05-06","","Included"
"2025-05-28T09:41:58.076Z","You","Included in Pro","No","gemini-2.5-pro-preview-05-06","","Included"
"2025-05-28T09:19:30.767Z","You","Included in Pro","No","gemini-2.5-pro-preview-05-06","","Included"
"2025-05-28T09:08:14.366Z","You","Included in Pro","No","gemini-2.5-pro-preview-05-06","","Included"
"2025-05-28T09:04:58.124Z","You","Errored, Not Charged","No","o4-mini","","Included"
"2025-05-28T09:02:36.174Z","You","Errored, Not Charged","No","o4-mini","","Included"
"2025-05-28T08:59:53.418Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:57:51.812Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:56:26.860Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:54:09.403Z","You","Errored, Not Charged","No","o4-mini","","Included"
"2025-05-28T08:52:48.622Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:52:06.897Z","You","Aborted, Not Charged","No","o4-mini","","Included"
"2025-05-28T08:51:33.023Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:49:07.889Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:46:22.640Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:45:26.692Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:42:02.957Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:31:14.557Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:24:11.985Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:15:48.178Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:14:39.671Z","You","Errored, Not Charged","No","o4-mini","","Included"
"2025-05-28T08:11:17.733Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T08:01:48.701Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T07:56:30.453Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T07:51:57.038Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T07:43:11.844Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T07:40:55.838Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T07:37:50.425Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T07:22:57.535Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T07:19:34.538Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T07:14:03.998Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T07:13:48.841Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T07:09:41.012Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T06:58:51.063Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T06:49:57.094Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T06:41:48.680Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T06:37:59.064Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T06:34:09.710Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T06:31:36.051Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T06:19:36.221Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T06:17:42.234Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T06:01:37.328Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T05:58:37.622Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T05:57:04.288Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T05:36:45.626Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T05:31:12.445Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T05:13:25.463Z","You","Errored, Not Charged","No","o4-mini","","Included"
"2025-05-28T05:11:37.758Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T05:09:28.083Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T05:07:06.592Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T05:01:27.020Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T04:59:59.227Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T04:54:08.129Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T04:49:01.401Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T04:45:44.656Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T04:40:58.910Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T04:22:28.611Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T04:06:19.109Z","You","Included in Pro","No","cursor-small","","Included"
"2025-05-28T04:04:35.512Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T03:56:45.893Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T03:54:56.252Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T03:52:46.255Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-28T03:49:43.528Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-27T18:02:07.358Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-27T17:59:07.257Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-27T17:56:12.612Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-27T17:52:00.188Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-27T17:45:27.138Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-27T17:41:00.369Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-27T17:36:32.504Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-27T17:32:44.283Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-27T17:30:29.836Z","You","Included in Pro","No","o4-mini","","Included"
"2025-05-27T17:26:01.279Z","You","Included in Pro","No","o4-mini","","Included"
