Date,User,Kind,Model,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output,Total Tokens,Cost ($)
"2025-06-04T13:26:24.701Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T13:10:11.049Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T13:08:09.328Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T12:49:37.836Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T12:33:36.951Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T12:23:18.774Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T12:11:31.160Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T12:03:57.199Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T12:00:36.006Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T11:38:30.392Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T11:23:43.168Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T11:16:53.943Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T11:09:26.141Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T11:03:31.284Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:59:53.417Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:54:13.813Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:52:30.881Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:51:00.559Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:49:34.839Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:48:05.311Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:47:04.121Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:46:06.246Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:43:15.258Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:41:50.382Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:39:59.292Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:16:52.487Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T10:14:02.812Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T09:44:27.839Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T09:21:53.568Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T09:16:48.919Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T09:15:29.686Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T09:11:20.037Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T09:09:38.478Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T09:06:40.409Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T09:03:59.322Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T08:48:51.372Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T08:46:17.146Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T08:44:33.478Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T08:16:51.906Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T08:15:53.351Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T08:13:45.045Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T08:07:23.170Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T08:03:55.703Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:55:23.618Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:54:05.253Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:52:31.105Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:51:01.096Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:48:46.528Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:45:24.057Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:41:57.698Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:38:18.623Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:33:55.212Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:32:22.455Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:28:56.495Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:27:37.757Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:25:29.368Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:22:12.105Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:20:49.201Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:18:57.722Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:13:34.062Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T07:01:26.064Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T06:55:28.395Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T06:45:25.573Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T06:12:54.241Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T05:07:34.811Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T05:05:03.409Z","You","Included in Pro","gpt-4.1","","","","","","Included"
"2025-06-04T04:46:01.726Z","You","Included in Pro","gpt-4.1","","","","","","Included"
